400.00 1.678061E-4 1.220912E-4 2.45198E-4
400.10 1.690977E-4 1.23031E-4 2.47085E-4
400.20 1.691774E-4 1.23089E-4 2.47202E-4
400.30 1.70149E-4 1.237959E-4 2.48621E-4
400.40 1.705461E-4 1.240848E-4 2.49202E-4
400.50 1.700996E-4 1.23760E-4 2.48549E-4
400.60 1.697356E-4 1.234951E-4 2.48017E-4
400.70 1.695671E-4 1.233725E-4 2.47771E-4
400.80 1.673368E-4 1.217498E-4 2.44512E-4
400.90 1.692798E-4 1.231635E-4 2.47351E-4
401.00 1.712659E-4 1.246085E-4 2.50253E-4
401.10 1.686065E-4 1.226736E-4 2.46367E-4
401.20 1.698907E-4 1.23608E-4 2.48244E-4
401.30 1.708117E-4 1.24278E-4 2.49590E-4
401.40 1.703469E-4 1.239399E-4 2.48911E-4
401.50 1.707378E-4 1.242243E-4 2.49482E-4
401.60 1.708687E-4 1.243195E-4 2.49673E-4
401.70 1.727927E-4 1.257194E-4 2.52484E-4
401.80 1.730404E-4 1.258996E-4 2.52846E-4
401.90 1.729874E-4 1.258611E-4 2.52769E-4
402.00 1.726219E-4 1.255951E-4 2.52235E-4
402.10 1.731794E-4 1.260008E-4 2.53049E-4
402.20 1.737953E-4 1.264489E-4 2.53949E-4
402.30 1.735643E-4 1.262808E-4 2.53612E-4
402.40 1.766842E-4 1.285507E-4 2.58170E-4
402.50 1.785353E-4 1.298975E-4 2.60875E-4
402.60 1.783628E-4 1.29772E-4 2.60623E-4
402.70 1.787178E-4 1.300303E-4 2.61142E-4
402.80 1.781646E-4 1.296278E-4 2.60334E-4
402.90 1.776113E-4 1.292253E-4 2.59525E-4
403.00 1.784969E-4 1.298696E-4 2.60819E-4
403.10 1.804677E-4 1.313035E-4 2.63699E-4
403.20 1.809238E-4 1.316353E-4 2.64365E-4
403.30 1.806851E-4 1.314617E-4 2.64017E-4
403.40 1.803446E-4 1.31214E-4 2.63519E-4
403.50 1.802052E-4 1.311125E-4 2.63315E-4
403.60 1.79414E-4 1.305369E-4 2.62159E-4
403.70 1.810125E-4 1.316999E-4 2.64495E-4
403.80 1.813825E-4 1.319691E-4 2.65036E-4
403.90 1.817746E-4 1.322543E-4 2.65609E-4
404.00 1.822272E-4 1.325837E-4 2.66270E-4
404.10 1.818969E-4 1.323434E-4 2.65787E-4
404.20 1.796105E-4 1.306798E-4 2.62446E-4
404.30 1.786054E-4 1.299485E-4 2.60978E-4
404.40 1.786192E-4 1.299586E-4 2.60998E-4
404.50 1.770816E-4 1.288399E-4 2.58751E-4
404.60 1.767401E-4 1.285914E-4 2.58252E-4
404.70 1.781271E-4 1.296005E-4 2.60279E-4
404.80 1.777578E-4 1.293318E-4 2.59739E-4
404.90 1.784805E-4 1.298576E-4 2.60795E-4
405.00 1.792089E-4 1.303876E-4 2.61860E-4
405.10 1.793985E-4 1.305256E-4 2.62137E-4
405.20 1.789735E-4 1.302163E-4 2.61516E-4
405.30 1.793329E-4 1.304778E-4 2.62041E-4
405.40 1.791029E-4 1.303105E-4 2.61705E-4
405.50 1.794281E-4 1.305471E-4 2.62180E-4
405.60 1.793438E-4 1.304858E-4 2.62057E-4
405.70 1.801303E-4 1.31058E-4 2.63206E-4
405.80 1.801088E-4 1.310424E-4 2.63175E-4
405.90 1.809072E-4 1.316233E-4 2.64341E-4
406.00 1.811763E-4 1.318191E-4 2.64734E-4
406.10 1.813775E-4 1.319654E-4 2.65028E-4
406.20 1.823284E-4 1.326573E-4 2.66418E-4
406.30 1.825029E-4 1.327842E-4 2.66673E-4
406.40 1.824926E-4 1.327768E-4 2.66658E-4
406.50 1.823155E-4 1.326479E-4 2.66399E-4
