400.00 1.818358E-3 1.009596E-3 4.20348E-3
400.10 1.833325E-3 1.017906E-3 4.23808E-3
400.20 1.859654E-3 1.032524E-3 4.29894E-3
400.30 1.897699E-3 1.053648E-3 4.38689E-3
400.40 1.945272E-3 1.080061E-3 4.49686E-3
400.50 1.99774E-3 1.109192E-3 4.61815E-3
400.60 2.04852E-3 1.137386E-3 4.73553E-3
400.70 2.09072E-3 1.160816E-3 4.83308E-3
400.80 2.12053E-3 1.177367E-3 4.90200E-3
400.90 2.13790E-3 1.187012E-3 4.94215E-3
401.00 2.14519E-3 1.191063E-3 4.95902E-3
401.10 2.14629E-3 1.19167E-3 4.96155E-3
401.20 2.14552E-3 1.191246E-3 4.95978E-3
401.30 2.14597E-3 1.191494E-3 4.96081E-3
401.40 2.14844E-3 1.192863E-3 4.96652E-3
401.50 2.15181E-3 1.194738E-3 4.97432E-3
401.60 2.15451E-3 1.196235E-3 4.98055E-3
401.70 2.15572E-3 1.19691E-3 4.98336E-3
401.80 2.15584E-3 1.196971E-3 4.98362E-3
401.90 2.15586E-3 1.196984E-3 4.98367E-3
402.00 2.15679E-3 1.19750E-3 4.98582E-3
402.10 2.15886E-3 1.198651E-3 4.99061E-3
402.20 2.16149E-3 1.200108E-3 4.99668E-3
402.30 2.16370E-3 1.201338E-3 5.00180E-3
402.40 2.16477E-3 1.201933E-3 5.00428E-3
402.50 2.16485E-3 1.201974E-3 5.00445E-3
402.60 2.16493E-3 1.202021E-3 5.00464E-3
402.70 2.16603E-3 1.202632E-3 5.00719E-3
402.80 2.16845E-3 1.203976E-3 5.01278E-3
402.90 2.17138E-3 1.20560E-3 5.01955E-3
403.00 2.17349E-3 1.206776E-3 5.02444E-3
403.10 2.17386E-3 1.206977E-3 5.02528E-3
403.20 2.17257E-3 1.206263E-3 5.02231E-3
403.30 2.17075E-3 1.205252E-3 5.01809E-3
403.40 2.16970E-3 1.204669E-3 5.01567E-3
403.50 2.17004E-3 1.204858E-3 5.01646E-3
403.60 2.17140E-3 1.205611E-3 5.01959E-3
403.70 2.17272E-3 1.206348E-3 5.02266E-3
403.80 2.17318E-3 1.206599E-3 5.02370E-3
403.90 2.17291E-3 1.206453E-3 5.02309E-3
404.00 2.17350E-3 1.206779E-3 5.02445E-3
404.10 2.17694E-3 1.208689E-3 5.03241E-3
404.20 2.18425E-3 1.212748E-3 5.04931E-3
404.30 2.19468E-3 1.218539E-3 5.07342E-3
404.40 2.20575E-3 1.224684E-3 5.09900E-3
404.50 2.21451E-3 1.229548E-3 5.11925E-3
404.60 2.21871E-3 1.231878E-3 5.12896E-3
404.70 2.21766E-3 1.23130E-3 5.12655E-3
404.80 2.21262E-3 1.228498E-3 5.11488E-3
404.90 2.20598E-3 1.224811E-3 5.09953E-3
405.00 2.20020E-3 1.221601E-3 5.08617E-3
405.10 2.19678E-3 1.219706E-3 5.07828E-3
405.20 2.19574E-3 1.219125E-3 5.07586E-3
405.30 2.19592E-3 1.219225E-3 5.07627E-3
405.40 2.19567E-3 1.219088E-3 5.07570E-3
405.50 2.19402E-3 1.218171E-3 5.07189E-3
405.60 2.19115E-3 1.216578E-3 5.06525E-3
405.70 2.18800E-3 1.214831E-3 5.05798E-3
405.80 2.18582E-3 1.213622E-3 5.05294E-3
405.90 2.18601E-3 1.213723E-3 5.05337E-3
406.00 2.18938E-3 1.215596E-3 5.06116E-3
406.10 2.19567E-3 1.219089E-3 5.07571E-3
406.20 2.20334E-3 1.223349E-3 5.09344E-3
406.30 2.20995E-3 1.227015E-3 5.10871E-3
406.40 2.21349E-3 1.228985E-3 5.11691E-3
406.50 2.21339E-3 1.228925E-3 5.11666E-3
406.60 2.21025E-3 1.227182E-3 5.10940E-3
406.70 2.20575E-3 1.224683E-3 5.09900E-3
406.80 2.20256E-3 1.222913E-3 5.09163E-3
406.90 2.20329E-3 1.223321E-3 5.09333E-3
407.00 2.20970E-3 1.22688E-3 5.10815E-3
407.10 2.22161E-3 1.23349E-3 5.13567E-3
407.20 2.23671E-3 1.241873E-3 5.17057E-3
407.30 2.25249E-3 1.250638E-3 5.20706E-3
407.40 2.26697E-3 1.258678E-3 5.24054E-3
407.50 2.27823E-3 1.264926E-3 5.26655E-3
407.60 2.28503E-3 1.268705E-3 5.28228E-3
407.70 2.28752E-3 1.270088E-3 5.28804E-3
407.80 2.28684E-3 1.269706E-3 5.28645E-3
407.90 2.28485E-3 1.268603E-3 5.28186E-3
408.00 2.28323E-3 1.267703E-3 5.27811E-3
408.10 2.28299E-3 1.267568E-3 5.27755E-3
408.20 2.28469E-3 1.268515E-3 5.28149E-3
408.30 2.28802E-3 1.270364E-3 5.28919E-3
408.40 2.29168E-3 1.272393E-3 5.29764E-3
408.50 2.29403E-3 1.273699E-3 5.30308E-3
408.60 2.29405E-3 1.273713E-3 5.30314E-3
408.70 2.29192E-3 1.272531E-3 5.29821E-3
408.80 2.28930E-3 1.271076E-3 5.29216E-3
408.90 2.28876E-3 1.270777E-3 5.29091E-3
409.00 2.29304E-3 1.273151E-3 5.30079E-3
409.10 2.30449E-3 1.279507E-3 5.32726E-3
409.20 2.32449E-3 1.290613E-3 5.37350E-3
409.30 2.35313E-3 1.306515E-3 5.43971E-3
409.40 2.38946E-3 1.326687E-3 5.52369E-3
409.50 2.43014E-3 1.34927E-3 5.61772E-3
409.60 2.47000E-3 1.371403E-3 5.70987E-3
409.70 2.50482E-3 1.390736E-3 5.79036E-3
409.80 2.53197E-3 1.405808E-3 5.85312E-3
409.90 2.55047E-3 1.416084E-3 5.89590E-3
410.00 2.56091E-3 1.421878E-3 5.92002E-3
410.10 2.56478E-3 1.424029E-3 5.92898E-3
410.20 2.56482E-3 1.42405E-3 5.92907E-3
410.30 2.56515E-3 1.424235E-3 5.92984E-3
410.40 2.56928E-3 1.426528E-3 5.93938E-3
410.50 2.57922E-3 1.432045E-3 5.96236E-3
410.60 2.59604E-3 1.441385E-3 6.00124E-3
410.70 2.62028E-3 1.454843E-3 6.05727E-3
410.80 2.65148E-3 1.472167E-3 6.12940E-3
410.90 2.68751E-3 1.492171E-3 6.21269E-3
411.00 2.72527E-3 1.513137E-3 6.29998E-3
411.10 2.76296E-3 1.53406E-3 6.38710E-3
411.20 2.79993E-3 1.554587E-3 6.47256E-3
411.30 2.83583E-3 1.574519E-3 6.55555E-3
411.40 2.86914E-3 1.593016E-3 6.63256E-3
411.50 2.89815E-3 1.60912E-3 6.69961E-3
411.60 2.92222E-3 1.622489E-3 6.75527E-3
411.70 2.94109E-3 1.632966E-3 6.79889E-3
411.80 2.95429E-3 1.640291E-3 6.82939E-3
411.90 2.96176E-3 1.644439E-3 6.84666E-3
412.00 2.96429E-3 1.645843E-3 6.85251E-3
412.10 2.96342E-3 1.645364E-3 6.85051E-3
412.20 2.96132E-3 1.644195E-3 6.84565E-3
412.30 2.95975E-3 1.643326E-3 6.84203E-3
412.40 2.96075E-3 1.643879E-3 6.84433E-3
412.50 2.96582E-3 1.646693E-3 6.85604E-3
412.60 2.97470E-3 1.651623E-3 6.87657E-3
412.70 2.98626E-3 1.658045E-3 6.90331E-3
412.80 2.99902E-3 1.66513E-3 6.93281E-3
412.90 3.01115E-3 1.671863E-3 6.96084E-3
413.00 3.02222E-3 1.678007E-3 6.98642E-3
413.10 3.03178E-3 1.683319E-3 7.00854E-3
413.20 3.03860E-3 1.687104E-3 7.02430E-3
413.30 3.04266E-3 1.689357E-3 7.03368E-3
413.40 3.04478E-3 1.690534E-3 7.03858E-3
413.50 3.04547E-3 1.690919E-3 7.04018E-3
413.60 3.04504E-3 1.690677E-3 7.03918E-3
413.70 3.04374E-3 1.689955E-3 7.03617E-3
413.80 3.04210E-3 1.689048E-3 7.03239E-3
413.90 3.04095E-3 1.688406E-3 7.02972E-3
414.00 3.04068E-3 1.688261E-3 7.02912E-3
414.10 3.04073E-3 1.688288E-3 7.02923E-3
414.20 3.03887E-3 1.687253E-3 7.02492E-3
414.30 3.03088E-3 1.682815E-3 7.00644E-3
414.40 3.01153E-3 1.672072E-3 6.96171E-3
414.50 2.97735E-3 1.653095E-3 6.88270E-3
414.60 2.92956E-3 1.626561E-3 6.77223E-3
414.70 2.87329E-3 1.595322E-3 6.64216E-3
414.80 2.81528E-3 1.56311E-3 6.50805E-3
414.90 2.76343E-3 1.534325E-3 6.38820E-3
415.00 2.72528E-3 1.513141E-3 6.30000E-3
415.10 2.70437E-3 1.501532E-3 6.25167E-3
415.20 2.69828E-3 1.498147E-3 6.23757E-3
415.30 2.69971E-3 1.498945E-3 6.24089E-3
415.40 2.69971E-3 1.498944E-3 6.24089E-3
415.50 2.69031E-3 1.493725E-3 6.21916E-3
415.60 2.66540E-3 1.479896E-3 6.16158E-3
415.70 2.62278E-3 1.456228E-3 6.06304E-3
415.80 2.56595E-3 1.424676E-3 5.93167E-3
415.90 2.50258E-3 1.389489E-3 5.78517E-3
416.00 2.44113E-3 1.355374E-3 5.64313E-3
416.10 2.38809E-3 1.325925E-3 5.52052E-3
416.20 2.34717E-3 1.303205E-3 5.42593E-3
416.30 2.32062E-3 1.288463E-3 5.36455E-3
416.40 2.30788E-3 1.281387E-3 5.33509E-3
416.50 2.30409E-3 1.279287E-3 5.32634E-3
416.60 2.30382E-3 1.279136E-3 5.32571E-3
416.70 2.30348E-3 1.278944E-3 5.32492E-3
416.80 2.30117E-3 1.277667E-3 5.31960E-3
416.90 2.29530E-3 1.274403E-3 5.30601E-3
417.00 2.28450E-3 1.268407E-3 5.28104E-3
417.10 2.27012E-3 1.260422E-3 5.24780E-3
417.20 2.25562E-3 1.252373E-3 5.21429E-3
417.30 2.24305E-3 1.245393E-3 5.18523E-3
417.40 2.23320E-3 1.239929E-3 5.16247E-3
417.50 2.22693E-3 1.236447E-3 5.14798E-3
417.60 2.22442E-3 1.235051E-3 5.14216E-3
417.70 2.22431E-3 1.234993E-3 5.14192E-3
417.80 2.22395E-3 1.234788E-3 5.14107E-3
417.90 2.22104E-3 1.233177E-3 5.13436E-3
418.00 2.21524E-3 1.229953E-3 5.12094E-3
418.10 2.20737E-3 1.225587E-3 5.10276E-3
418.20 2.19845E-3 1.220633E-3 5.08213E-3
418.30 2.18960E-3 1.215719E-3 5.06168E-3
418.40 2.18164E-3 1.211301E-3 5.04328E-3
418.50 2.17493E-3 1.207571E-3 5.02775E-3
418.60 2.16963E-3 1.204633E-3 5.01552E-3
418.70 2.16567E-3 1.202433E-3 5.00636E-3
418.80 2.16291E-3 1.200898E-3 4.99997E-3
418.90 2.16143E-3 1.200075E-3 4.99654E-3
419.00 2.16103E-3 1.199854E-3 4.99562E-3
419.10 2.16146E-3 1.200094E-3 4.99662E-3
419.20 2.16248E-3 1.20066E-3 4.99898E-3
419.30 2.16344E-3 1.201194E-3 5.00120E-3
419.40 2.16328E-3 1.201107E-3 5.00084E-3
419.50 2.16055E-3 1.199587E-3 4.99451E-3
419.60 2.15372E-3 1.195796E-3 4.97873E-3
419.70 2.14215E-3 1.189374E-3 4.95199E-3
419.80 2.12614E-3 1.180481E-3 4.91496E-3
419.90 2.10715E-3 1.16994E-3 4.87107E-3
420.00 2.08869E-3 1.159693E-3 4.82841E-3
420.10 2.07429E-3 1.151695E-3 4.79511E-3
