% tilde W_1 tilde W_2 tilde W_3 tilde W_4 tilde V_4 
 0.300000 -0.012500 -0.355000 -0.355000 11.992500
-0.345000  0.100000 -0.332500 -0.431250 11.888750
 0.405000  0.007500 -0.008750 -0.584375 11.870625
 0.000000  0.232500  0.216250 -0.570625 11.811875
-0.925000 -0.260000 -0.128750 -0.471250 11.625000
 1.690000 -0.080000  0.242500 -0.301250 11.668750
-0.720000  0.867500  0.177500 -0.225000 11.680000
-0.375000 -0.062500  0.005000 -0.135625 11.598125
 0.540000 -0.465000  0.505000 -0.053750 11.583750
 0.405000  0.555000  0.175000  0.163750 11.621250
-0.840000  0.255000  0.096250  0.221250 11.507500
 0.235000 -0.520000  0.263750  0.245000 11.486250
-0.190000 -0.280000 -0.117500  0.381875 11.535625
 0.470000  0.162500 -0.161250  0.215625 11.583125
-0.425000  0.162500 -0.071250  0.149375 11.604375
 0.370000 -0.005000 -0.100000  0.216250 11.678750
 0.215000  0.265000  0.155000  0.212500 11.742500
 0.200000  0.500000  0.326250  0.089375 11.874375
-0.335000  0.140000  0.416250  0.185000 11.913750
-0.575000 -0.522500  0.236250  0.150000 11.881250
 0.190000 -0.647500 -0.051250  0.070625 11.988125
 0.385000  0.095000 -0.225000  0.133125 11.931875
-0.745000  0.107500 -0.523750  0.118750 11.872500
-0.315000 -0.710000 -0.521250 -0.074375 11.820625
 1.870000  0.247500 -0.092500 -0.020000 11.935000
-0.990000  1.217500 -0.053750 -0.088750 11.875000
-0.240000 -0.175000  0.213750 -0.208750 11.890000
-0.325000 -0.897500  0.413750 -0.196250 11.835000
 0.530000 -0.180000 -0.141250 -0.188750 11.870000
-0.280000  0.227500 -0.175000 -0.253750 11.811250
-0.495000 -0.262500 -0.398750 -0.247500 11.743750
 0.615000 -0.327500 -0.385000 -0.039375 11.706875
-0.615000  0.060000 -0.322500 -0.348750 11.566250
 0.315000 -0.150000 -0.288750 -0.346250 11.440000
 1.010000  0.512500  0.185000 -0.199375 11.481875
-0.710000  0.812500  0.092500 -0.131875 11.506875
-0.135000 -0.272500  0.406250 -0.190000 11.491250
 0.125000 -0.427500  0.523750 -0.114375 11.443125
 0.970000  0.542500  0.255000  0.113125 11.609375
-0.585000  0.740000  0.348750  0.074375 11.741875
-0.645000 -0.422500  0.195000  0.342500 11.560000
 0.000000 -0.937500  0.057500  0.408125 11.501875
-0.100000 -0.372500 -0.337500  0.178750 11.461250
-0.280000 -0.240000 -0.687500  0.051250 11.426250
 0.695000  0.017500 -0.575000  0.110625 11.411875
-0.090000  0.510000 -0.453750  0.092500 11.421250
 0.510000  0.512500  0.087500 -0.166250 11.556250
-0.475000  0.227500  0.503750 -0.261250 11.555000
-0.540000 -0.490000  0.276250 -0.339375 11.563125
 0.035000 -0.760000  0.102500 -0.373750 11.536250
-0.180000 -0.325000 -0.396250 -0.279375 11.360625
 0.855000  0.265000 -0.513750 -0.096875 11.380625
-0.315000  0.607500 -0.266250 -0.144375 11.378125
 0.620000  0.422500  0.096250 -0.076250 11.437500
 0.235000  0.580000  0.735000  0.015000 11.405000
-0.595000  0.247500  0.678750  0.077500 11.371250
-0.675000 -0.815000  0.476250  0.110000 11.333750
 0.300000 -0.822500  0.047500  0.171250 11.333750
 0.735000  0.330000 -0.360000  0.356875 11.438125
 0.110000  0.940000 -0.228750  0.307500 11.591250
-0.515000  0.220000  0.032500  0.359375 11.593125
-0.825000 -0.872500  0.092500  0.141875 11.503125
 0.395000 -0.885000 -0.057500 -0.021250 11.398750
 0.405000  0.185000 -0.310000 -0.044375 11.404375
-0.200000  0.502500 -0.523750  0.008750 11.452500
-0.485000 -0.240000 -0.371250 -0.069375 11.435625
-0.160000 -0.665000 -0.272500 -0.373750 11.421250
 0.870000  0.032500 -0.131250 -0.490000 11.408750
 0.505000  1.042500  0.107500 -0.453750 11.498750
-1.295000  0.292500  0.058750 -0.295625 11.349375
 1.180000 -0.452500  0.483750 -0.059375 11.318125
-0.730000  0.167500  0.392500 -0.090000 11.270000
-0.485000 -0.382500 -0.122500 -0.215625 11.245625
 0.000000 -0.850000 -0.111250 -0.182500 11.183750
 0.305000 -0.090000 -0.653750  0.020625 11.068125
 0.790000  0.700000 -0.416250  0.118750 11.037500
-0.195000  0.845000  0.141250  0.001875 11.046875
 0.160000  0.280000  0.415000  0.125625 11.179375
-0.180000 -0.027500  0.786250 -0.018750 11.240000
-0.190000 -0.195000  0.532500  0.046250 11.226250
 0.675000  0.057500  0.423750  0.291875 11.321875
-0.355000  0.402500  0.146250  0.432500 11.433750
-0.650000 -0.342500 -0.127500  0.395625 11.484375
 0.000000 -0.827500 -0.108750  0.270000 11.426250
 0.565000 -0.042500 -0.335000  0.326875 11.375625
-0.340000  0.395000 -0.428750  0.139375 11.444375
 0.285000  0.085000 -0.171250  0.180000 11.401250
-0.735000 -0.252500 -0.145000  0.085000 11.357500
 0.225000 -0.480000 -0.176250 -0.211250 11.402500
 0.510000  0.112500  0.001250 -0.355000 11.511250
 0.155000  0.700000 -0.087500 -0.278750 11.601250
-0.935000 -0.057500 -0.042500 -0.220625 11.475625
 0.990000 -0.362500  0.278750 -0.204375 11.498125
