        D_1                  D_2                  D_3                  D_4                  D_5                  D_6                  S_6   
 0.02693683647411128  0.01799704853284468  0.02211658641791835  0.00538860680670072 -0.07208341475626465  0.11762243169129645 -0.22275109516660677
 0.02227072053443746  0.02407300433139528  0.02438085491341595  0.01192587720447598 -0.06402588361989042  0.11137992791551080 -0.22314050127934500
 0.01057143634721559  0.03842570707781249  0.02494720327653048  0.01933619018392404 -0.05630852845249464  0.10505893562324149 -0.22353094405622942
-0.02142843865278440  0.02188916969340083  0.03185027584089270  0.02348826389139810 -0.04732161928535732  0.09903086646229979 -0.22391751794984965
 0.01638968634721559  0.00070780136538216  0.04509007260650258  0.02438209832689815 -0.03706515611847844  0.09329572043268564 -0.22430022296020558
-0.01561018865278439 -0.00313882188852704  0.03468089269950482  0.03743584726862142 -0.03154673298158728  0.08646737039424485 -0.22469736683947228
 0.00232430585576434 -0.01050498251327393  0.02609377391243667  0.04723135693837067 -0.02475875584495459  0.07993194348713160 -0.22509064183547467
 0.00761050115278441 -0.00473605085091717  0.01070663045129534  0.06918678111434315 -0.02270881873830960  0.07230331257119174 -0.22549835570038780
-0.00125974220297995  0.00403811253979898 -0.01148053768391918  0.10330211979653882 -0.02539692166165231  0.06358147764642522 -0.22592050843421150
-0.00072731250000000  0.00159659843175985 -0.00828966824277058  0.09203603972581567 -0.01040241846478574  0.05893953562563770 -0.22628877457565683
-0.00000000000000000 -0.00055197027470082 -0.00651310878195534  0.08013009542249401  0.00586163873182236  0.05459051673617773 -0.22665317183383785
 0.00000000000000000 -0.00379382610369595  0.00054172738311573  0.07061215694517602  0.01738765589844277  0.04914829383789113 -0.22703200796092960
 0.00377901010258887 -0.01263529165781439  0.01287484025244264  0.06348222429386165  0.02417563303507546  0.04261286693077788 -0.22742528295693198
-0.00654543749999999 -0.00057872921521585  0.00550915628507957  0.04744013257113118  0.04864621629191745  0.04015733292764362 -0.22776467136055590
 0.00863673759184231  0.02123905977047142  0.00124230016191797  0.03378604667440435  0.06837875951877173  0.03660859491568272 -0.22811849863309042
-0.01090893749999998  0.00662745535316166 -0.01458953891971266  0.01121980170626142  0.10579390886583528  0.03713974980770080 -0.22841843931324646
 0.00173962845835320 -0.01824563370102533 -0.04198636095981231 -0.02025860233329763  0.16089166433310810  0.04175079760369783 -0.22866449340102388
 0.00436393750000001 -0.00482234072929906 -0.02622207901023733 -0.01847637591319588  0.14999703534953152  0.03113547779260563 -0.22911165498940486
 0.00131167739741112  0.01670998587790771 -0.01355339135264377 -0.01668783339473552  0.13946142805374112  0.02081308111284097 -0.22955494769452153
-0.00383107029702005  0.00797898695721630  0.01066821148224468 -0.01492286287625507  0.12758593357811357  0.00939748042424969 -0.23001267926854901
-0.00305161835576435 -0.00412002471890253  0.04644272949442801 -0.01318146435775453  0.11437055192264880 -0.00311132427316823 -0.23048484971148708
 0.00741502684941340 -0.00364944167122619  0.03910118108941322 -0.01135209393769296  0.10615569729874655 -0.01154023606660717 -0.23090313356204667
-0.00329893634721560 -0.00213973234285700  0.03110021686306669 -0.00954629551761130  0.09660095549500711 -0.02106235186887275 -0.23133585628151693
 0.00145492075317548 -0.00450809508951363  0.02556022598524489 -0.00765252519596862  0.09204674072283012 -0.02650457476715936 -0.23171469240860865
-0.00067514405239334 -0.01167678770821611  0.02248120845594780 -0.00567078297276491  0.09249305298221555 -0.02786690476146699 -0.23203964194332174
-0.00038979460039107 -0.00093040535135286  0.01021771335388356 -0.00401735635582539  0.07427714429518839 -0.04445560236286389 -0.23256569897863844
-0.00814263510258890  0.01595779645044583  0.00199784928886896 -0.00206366020909638  0.05472134842832405 -0.06213750397308742 -0.23310619488286577
 0.01410345770517779  0.00992441603283100 -0.02131305125347733 -0.00123058520350657  0.04016607959302217 -0.07573951267933197 -0.23359280419471457
 0.00833739289960892  0.00407154431910248 -0.05971498827315532 -0.00151813133905596  0.03061133778928271 -0.08526162848159752 -0.23402552691418477
-0.02316803810478668 -0.00245499504873820 -0.04179641042055617  0.00237653756016197  0.00239437503913063 -0.11001011189095239 -0.23465935713425853
 0.00707780470297992 -0.01597332015518103 -0.02847000602829779  0.00515058531824069 -0.02082206067945900 -0.13067870239632826 -0.23523930076195368
 0.00072720424682457 -0.00339794564952517  0.00199462303512176  0.01210684811108674 -0.06270071734446127 -0.16657366050879340 -0.23602035189025233
-0.00329893634721563  0.01962222534219225  0.04959747676970248  0.02324532593870009 -0.12324159495587614 -0.21769498622834770 -0.23700251051915436
 0.00727292075317551  0.00366188517321108  0.03323960527997928  0.01877556476838339 -0.11413411581320299 -0.21199073442352412 -0.23723412573802122
 0.00285708155239329 -0.02354337559413869  0.02033370549731366  0.01403234493723012 -0.10528631217716124 -0.20624957214201240 -0.23746187207362380
-0.00920793200854870 -0.00878202136129904 -0.00545512808238117  0.01030968672208862 -0.09546938635688970 -0.20064616163483195 -0.23770405727813704
 0.00416882144980443  0.01485700649227488 -0.04412689545910522  0.00760759012295887 -0.08468333835238831 -0.19518050290198270 -0.23796068135156090
-0.00218164174682449  0.00536410534025457 -0.03471889935477000  0.00109670572061864 -0.07751410357817476 -0.18920074754849658 -0.23816341883260636
 0.00761025115278435 -0.00967047130970599 -0.02611307700573207 -0.00439361706570983 -0.06937574661973140 -0.18335874396934163 -0.23838059518256247
-0.01105180585576428 -0.00402323344229399 -0.01451350144542634 -0.01369272765524880 -0.06485420289157581 -0.17700264376954980 -0.23854388494014000
 0.00635042970297991  0.00433257646703995  0.00007982732614719 -0.02680062604799825 -0.06394947239370802 -0.17013244694912097 -0.23865328810533895
-0.00383094529702005  0.00257985789996063  0.00350031700794682 -0.02569393484391751 -0.04954661115891885 -0.16518088483690870 -0.23896379877114154
 0.00964932029702004  0.00118930583873504  0.00563841486246786 -0.02487359045343988 -0.03417462773989986 -0.16036707449902765 -0.23928874830585473
-0.01323357260258884 -0.00155287002313638  0.01256246417160365 -0.02298458520600995 -0.02241945755116868 -0.15503916754050961 -0.23955981124818937
-0.00019492855019559 -0.00811336513130476  0.02427246493535417 -0.02002691910162774 -0.01428110059272529 -0.14919716396135466 -0.23977698759814545
 0.00906487615278448 -0.00042369881277475  0.01812105170792432 -0.02105754961145157  0.00735538710263948 -0.14527379509041620 -0.24019527144870503
-0.01197383039960898  0.01503680536535902  0.01320448103658401 -0.02101951926432311  0.02537506156771644 -0.14083632959884080 -0.24055966870688600
 0.01648002800219783  0.00149614783407178  0.00367941520656926 -0.02496978553140070  0.05689286676971481 -0.13831749881548186 -0.24112517346567050
