        D_1                  D_2                  D_3                  D_4                  D_5                  D_6                  S_6   
 0.04513256634002591  0.12981059130400163 -0.03138825988494892 -0.03510987101745558 -0.06857256988977445  0.08177219821581329 -0.22641765506699096
 0.00456676311006318  0.07455954831919076  0.01003266645197305  0.02218853864096145 -0.06157592810841228  0.08115077952722562 -0.22405836794029940
 0.01419642807215595 -0.02843988291256840  0.05217529791904352  0.07634011937700694 -0.05383644595783233  0.07997824975488750 -0.22191376625203482
-0.02380980836512276 -0.04556772095849796  0.04749152588896702  0.09315890577295848 -0.04343459952200537  0.07642008903420083 -0.22066739184985623
 0.01801518666429066 -0.04113940030701512  0.02781797438038141  0.09400247543209268 -0.03193840412394964  0.07162437444412945 -0.21988220648934337
-0.01365115947641260 -0.02074693170797008 -0.00027189578443950  0.08978790131323089 -0.01863222202170592  0.06643695943947496 -0.21933165176158761
 0.00172917398236345  0.00690376413075168 -0.02997396284702591  0.07973469380820901 -0.00478379716537597  0.06064280911618682 -0.21902568102451175
 0.00701423614514568  0.01388875785310606 -0.02778398666170303  0.07242166509219135  0.00587083667338800  0.05423696956802749 -0.21878447866955977
-0.00196603181113036  0.01430321996642832 -0.01534668293773469  0.06482518679910874  0.01619363050647410  0.04751747379591047 -0.21866279631847680
-0.00207915307532779  0.00812531659697440  0.00075567923102611  0.05295612737797455  0.02568184786613486  0.04016371572314905 -0.21873953371936544
-0.00066245791163210 -0.00016459136772447  0.01797953879652753  0.04029005454333311  0.03568595486534021  0.03266976457083411 -0.21893426349612674
 0.00099084335308062 -0.00486579224035702  0.01790616935037145  0.03299732055523109  0.05245585451863578  0.02648934939673365 -0.21910974493313842
 0.00406259159873146 -0.00959142459896198  0.01164642056445504  0.02738199401404145  0.07196076620055361  0.02074573303755134 -0.21934208081580925
-0.00813942060089276  0.00200269307836179  0.00585411249764714  0.02265435972785800  0.08938259326880671  0.01473692331954288 -0.21962726129075127
 0.01034097129178250  0.01870344491051510 -0.00100154493015765  0.01832523209939195  0.10668607883489722  0.00870268751120875 -0.21998386971705990
-0.01013403426302058  0.00285864802328307 -0.00612410780594846  0.01112367102540765  0.12690507047675800  0.00274419171417641 -0.22050943917008356
 0.00107418463597888 -0.02103735638959391 -0.00951596222376984  0.00354195283629875  0.14573305460673988 -0.00345317959144647 -0.22111569387364907
 0.00495484450191765 -0.01224243230823890 -0.01636356774168605 -0.00433698383754182  0.16607590158187000 -0.00941653670571236 -0.22180722549004908
 0.00295198828546362  0.00433042373708731 -0.02198139094009547 -0.01153487942541167  0.18300963307809370 -0.01573982679848011 -0.22253594793610254
-0.00751693643263597  0.00807555696821258 -0.01446325366012124 -0.01411162708241139  0.18205128929438144 -0.02403707004093524 -0.22313395904592510
-0.00096301534948662  0.00939425844542792 -0.00292639086752781 -0.01453945401756586  0.17275611837122168 -0.03315634315901806 -0.22370117342246718
 0.00647793138319482  0.00035602701194442  0.01134660294535100 -0.01437083230464639  0.15864648289782850 -0.04292717590271471 -0.22430203603036142
-0.00284975344977813 -0.01177846747841162  0.02548597630402143 -0.01333118166616145  0.14070443153310600 -0.05299329498585019 -0.22491971025632027
-0.00033959170228385 -0.00380800152966912  0.02654306049370016 -0.01189607912400085  0.12573792621287000 -0.06198977359508572 -0.22556554075490218
 0.00382896436860777  0.00857697888184556  0.02187151870324044 -0.01023159385233373  0.11004963307848792 -0.07080217450961517 -0.22624832666957526
