        D_1                  D_2                  D_3                  D_4                  D_5                  D_6                  S_6   
 0.04309380799031573  0.11973900674172297 -0.04504073651249015 -0.00388741070255992 -0.07813529440449750  0.05475338375011742 -0.19529659873443150
 0.03390788933983832  0.03437873402787882  0.00834296829325424  0.04945067792479255 -0.09115297690070562  0.05962658291665235 -0.18769074734224610
 0.00183939910701451 -0.05209460140571490  0.07554364862525552  0.11472645102467430 -0.11086867437914351  0.06715186881114850 -0.17779887460996968
-0.02320953345378803 -0.02583985683414037  0.05101856225974082  0.09267012613891044 -0.08204321422166298  0.05546433549461978 -0.18447015886149323
 0.01626045170705019 -0.00662627597662402  0.03323757253429586  0.07720959032192405 -0.05686831875481325  0.04519896516846330 -0.18991267478558593
-0.01430100669307326 -0.00505702643614668  0.02584897052973405  0.07022055958857844 -0.03651874923259316  0.03699497564689828 -0.19359742882161315
 0.00380748177203479 -0.00244007917097408  0.01739023973457580  0.06052638963173244 -0.01479210492031814  0.02838478312643243 -0.19765041153532908
 0.00677659359606204  0.00174695556443067  0.01157658778568328  0.06540544473847955 -0.00025492514781384  0.02160638402309300 -0.19999373927095376
-0.00207670966588483  0.00718242317438443  0.00590499638030513  0.06848758125858975  0.01504504473720175  0.01475185775857242 -0.20243188015824060
-0.00061745726060925  0.00365248767799761 -0.00244742147857264  0.07463022511200051  0.02966665191938710  0.00727264810930868 -0.20529380030209810
-0.00012308691586072  0.00111222714307109 -0.01315860657103704  0.08508953371909535  0.04293251079678646 -0.00060780942206166 -0.20838141752321881
 0.00087115800597157 -0.00263066460964315 -0.00663673584765883  0.06473192570101768  0.06575916608404230 -0.00548232912806373 -0.20974917140769544
 0.00439098306769794 -0.00868500422938098 -0.00175292042154397  0.04650696877565887  0.08821482771557226 -0.01056241448069342 -0.21124908393207795
-0.00936549333294670  0.00151989646093673  0.00369508479894621  0.03258846896155330  0.10739984063328212 -0.01607468579523651 -0.21289975668839942
 0.00766029197617432  0.01481510542045823  0.01172018255293062  0.01895260884753871  0.12472330156857384 -0.02161937519382003 -0.21447975232521216
-0.00732372893722127 -0.00218427953954831  0.00194467575080005  0.00144493296073773  0.15620169128450445 -0.02674686772731505 -0.21647306851030085
 0.00273057737152377 -0.02113082930718265 -0.00567703201191582 -0.01463807613994421  0.18435114843326225 -0.03201150234420487 -0.21839792633723312
 0.00190079031643229 -0.00921911484350866 -0.01692028393332779 -0.03792341258354263  0.22616301875544836 -0.03660946999269402 -0.22052819028826530
 0.00125847269242973  0.00038337918294683 -0.03355939901774548 -0.06833532166020231  0.28218394564037780 -0.04054024279798873 -0.22289150866126567
-0.00407468228495187  0.00733953024801523 -0.01181293312577879 -0.04697764526363998  0.23527884765635748 -0.04931444708129335 -0.22357535335579887
