        D_1                  D_2                  D_3                  D_4                  D_5                  D_6                  S_6   
-0.00581850000000001 -0.00000000000000000 -0.00000000000000000 -0.00509106250000000  0.05745468749999996  0.10290907812499989 -0.25422720312499970
 0.00581850000000001 -0.00000000000000000 -0.00000000000000000 -0.00509106250000000  0.05745468749999996  0.10290907812499989 -0.25422720312499970
 0.01745450000000000  0.00000000000000000 -0.00000000000000000 -0.00509106250000000  0.05745468749999996  0.10290907812499989 -0.25422720312499970
-0.01745450000000000  0.00000000000000000 -0.00000000000000000 -0.00509106250000000  0.05745468749999996  0.10290907812499989 -0.25422720312499970
 0.01745450000000000 -0.00000000000000000  0.00000000000000000 -0.00509106250000000  0.05745468749999996  0.10290907812499989 -0.25422720312499970
-0.01745450000000000 -0.00000000000000000  0.00000000000000000 -0.00509106250000000  0.05745468749999996  0.10290907812499989 -0.25422720312499970
-0.00581850000000001  0.00000000000000000  0.00000000000000000 -0.00509106250000000  0.05745468749999996  0.10290907812499989 -0.25422720312499970
 0.00581850000000001  0.00000000000000000  0.00000000000000000 -0.00509106250000000  0.05745468749999996  0.10290907812499989 -0.25422720312499970
-0.00000000000000000 -0.00000000000000000 -0.00436362500000000  0.00509106250000000  0.05745468749999996  0.10290907812499989 -0.25422720312499970
 0.00000000000000000 -0.00000000000000000 -0.00436362500000000  0.00509106250000000  0.05745468749999996  0.10290907812499989 -0.25422720312499970
-0.00000000000000000  0.00000000000000000 -0.00436362500000000  0.00509106250000000  0.05745468749999996  0.10290907812499989 -0.25422720312499970
 0.00000000000000000  0.00000000000000000 -0.00436362500000000  0.00509106250000000  0.05745468749999996  0.10290907812499989 -0.25422720312499970
-0.00000000000000000 -0.00872724999999999  0.00436362500000000  0.00509106250000000  0.05745468749999996  0.10290907812499989 -0.25422720312499970
 0.00000000000000000 -0.00872724999999999  0.00436362500000000  0.00509106250000000  0.05745468749999996  0.10290907812499989 -0.25422720312499970
 0.01745449999999999  0.00872724999999999  0.00436362500000000  0.00509106250000000  0.05745468749999996  0.10290907812499989 -0.25422720312499970
-0.01745449999999999  0.00872724999999999  0.00436362500000000  0.00509106250000000  0.05745468749999996  0.10290907812499989 -0.25422720312499970
